year,category,verbatim
2014,"Market, Liquidity & Valuation","As of June 30, 2014, TRS had commitments for the future purchase of investments in real estate of $819.4 million and private equity partnerships of $3.7 billion."
2014,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2014,"Credit, Counterparty & Concentration","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral call process ensuring full collateralization of these derivatives."
2014,"Credit, Counterparty & Concentration",Credit risk is the risk that an issuer or other counterparty to an investment will not fulfill its obligations to TRS.
2014,"Credit, Counterparty & Concentration",The counterparty risk exposure below is primarily unsettled currency forward contracts. This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2014,"Credit, Counterparty & Concentration","Custodial credit risk for deposits is the risk that, in the event of a bank failure, TRS’s deposits may not be returned."
2014,"Credit, Counterparty & Concentration",Concentration of credit risk is the risk of loss that may be attributed to the magnitude of an investment in any one issuer.
2014,"Credit, Counterparty & Concentration",Derivatives which are exchange traded are not subject to credit risk and are evaluated within the investment risk disclosure.
2014,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2014,"Credit, Counterparty & Concentration",Credit risk is the possibility that a loss may occur because a party to a transaction fails to perform according to the established terms.
2014,"Credit, Counterparty & Concentration","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk."
2014,"Credit, Counterparty & Concentration","In order to eliminate credit risk, derivative securities can be acquired through a clearinghouse that guarantees delivery and accepts the risk of default by either party."
2014,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2014,"Operational, Legal & Governance","However, the implementation of the new law was suspended due to a lawsuit which alleged the act violated a provision in the Illinois Constitution that prohibits pension benefits from being ""diminished or impaired."" Members of Illinois’ public pension systems contended that the law resulted in reduced pension benefits for both active and retired members."
2014,"Operational, Legal & Governance","Public Act 97-0695 was signed into law on June 21, 2012. Effective July 1, 2013, all retirees within state retirement systems began paying a premium for health and vision benefits at a rate determined by CMS. Due to an Illinois Supreme Court decision in July of 2014, Public Act 97-0695 was suspended and the collection of premiums was stopped."
2014,"Operational, Legal & Governance","On November 21, 2014, a Sangamon County Circuit Court ruled that Public Act 98-0599 was unconstiutional and void in its entirety. The State, represented by the Illinois attorney general, appealed that decision directly to the Illinois Supreme Court. A decision from the high court is expected during 2015."
2014,"Operational, Legal & Governance","The case is not expected to be resolved until sometime in 2015, at the earliest."
2014,"Operational, Legal & Governance","On December 5, 2013, Governor Pat Quinn signed into law Public Act 98-0599. This new law significantly altered the funding structure of TRS and reduced the retirement benefits for Tier I members. The act was set to take effect on June 1, 2014."
2014,"Operational, Legal & Governance","In December of 2013 and January of 2014, lawsuits were filed that challenged the constitutionality of Public Act 98-0599."
2014,"Operational, Legal & Governance","However, by the end of fiscal year 2014, the implementation of this new law was indefinitely suspended by a state court pending the resolution of a legal challenge to the law’s constitutionality."
2014,"Operational, Legal & Governance","A key feature of this act is the “continuing appropriation” language that requires State contributions to be made automatically to TRS, provided State funds are available."
2014,"Operational, Legal & Governance",The contribution requirements of SERS members and the State are established by state statute and may be amended by action of the General Assembly and the Governor.
