year,category,verbatim
2023,Funding Adequacy & Policy,The additional amount needed (the unfunded actuarial accrued liability) as calculated by the actuary was $81.9 billion in FY23 based on the actuarial value of assets.
2023,Actuarial & Measurement Risk,Segal does not audit the data provided.
2023,Actuarial & Measurement Risk,"Additionally, the actuarial accrued liability and the employer’s normal cost would be calculated under the entry age normal actuarial cost method, which is the most commonly used method in the public sector. Entry age would assign costs more evenly over an employee’s normal career. It would replace the projected unit credit actuarial cost method that is required under Illinois law. The projected unit credit method has the effect of delaying the cost of a member’s service and deferring contributions, thereby leading to higher costs in the long run."
2023,Actuarial & Measurement Risk,"The actuarially determined net pension liability, calculated as required by GASB Statement No. 67, Financial Reporting for Pension Plans, is dependent on several assumptions including the assumption that future required contributions from all sources are made based on statutory requirements in existence as of the date of this report."
2023,Actuarial & Measurement Risk,"This loss is the result of a $29 million loss due to investment return experience (on an actuarial basis, TRS experienced an investment gain of $55 million on a fair value basis) and a loss of $688 million (0.5% of the actuarial accrued liability) due to demographic experience for fiscal 2023."
2023,Actuarial & Measurement Risk,"Actuarial losses occurred under the assumptions for salary increases, investments, terminations and rehires (members coming back into teaching service), meaning that experience was less favorable (more costly) than assumed."
2023,Actuarial & Measurement Risk,Actual amounts collected do not equal amounts estimated by actuaries due to differences between estimated and actual payroll.
2023,Actuarial & Measurement Risk,The accuracy of the results presented in this report is dependent upon the accuracy and completeness of the underlying information.
2023,Actuarial & Measurement Risk,"When the funded ratio was based on the fair value of assets, the reported funded ratio was impacted immediately and therefore were more volatile."
2023,Actuarial & Measurement Risk,"In summary, the $1.3 billion increase in the unfunded liability is the net effect of the $0.6 billion employer cost in excess of contributions and the $0.7 billion loss due to experience."
2023,Actuarial & Measurement Risk,"The valuation indicates that for the fiscal year ended June 30, 2023, the actuarial experience of TRS generated a net actuarial loss of $717 million."
2023,"Market, Liquidity & Valuation","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk. Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2023,"Market, Liquidity & Valuation",Interest rate risk is the risk that changes in interest rates will adversely affect the fair value of an investment.
2023,"Market, Liquidity & Valuation",Foreign currency risk is the risk that changes in exchange rates will adversely impact the fair value of an investment.
2023,"Market, Liquidity & Valuation","These partnerships are not eligible for redemption, considered illiquid and have an approximate life of six to 20 years."
2023,"Market, Liquidity & Valuation","Because loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2023,"Market, Liquidity & Valuation",Investments in limited partnerships are normally long-term with an approximate life of 10 to 15 years and considered illiquid.
2023,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2023,"Market, Liquidity & Valuation","Due to the under-funded status of TRS, the System’s primary objective is to protect member assets against large market downturns caused by economic unpredictability, as experienced within the year."
2023,"Market, Liquidity & Valuation","As of June 30, 2023, TRS had remaining unfunded commitments of $14,125,830,088 within the real estate, other real assets, private equity, diversifying strategies and global income asset classes."
2023,"Market, Liquidity & Valuation","In another year dominated by high inflation, market volatility and global geopolitical concerns, the investment strategy employed by TRS protected assets and limited the System’s portfolio loss."
2023,"Market, Liquidity & Valuation","Market risk is the possibility that a change in interest, currency or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2023,"Market, Liquidity & Valuation","As of June 30, 2023, it is probable that all investments in this type will be sold at an amount different from the current NAV of the Plan’s ownership interest."
2023,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2023,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2023,"Credit, Counterparty & Concentration","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk. Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2023,"Credit, Counterparty & Concentration",Credit risk is the risk that an issuer or other counterparty to an investment will not fulfill its obligations to TRS.
2023,"Credit, Counterparty & Concentration","TRS does not have the authority to pledge or sell collateral securities without borrower default; as such, the collateral security or non-cash collateral is not reported in TRS’s financial statements in accordance with GASB Statement No. 28, ""Accounting and Financial Reporting for Securities Lending Transactions."""
2023,"Credit, Counterparty & Concentration","Custodial credit risk for deposits is the risk that, in the event of a bank failure, TRS’s deposits may not be returned."
2023,"Credit, Counterparty & Concentration",The counterparty risk exposure below is primarily unsettled currency forward contracts. This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2023,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2023,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2023,"Operational, Legal & Governance",The preparation of financial statements in conformity with accounting principles generally accepted in the United States of America requires management to make estimates and assumptions that affect the reported amounts of assets and liabilities and disclosure of contingent assets and liabilities at the date of the financial statements as well as the reported amounts of additions to and deductions from net position during the reporting period. Actual results could differ from these estimates.
2023,"Operational, Legal & Governance","In preparing the financial statements, management is required to evaluate whether there are conditions or events, considered in the aggregate, that raise substantial doubt about the System’s ability to continue as a going concern for twelve months beyond the financial statement date, including any currently known information that may raise substantial doubt shortly thereafter."
2023,"Operational, Legal & Governance",The net position deficit is a result of start-up expenses and technology costs expended in order to develop and implement a new SSP. The deficit will be eliminated in future years as SSP participants increase and participation fees begin to offset plan costs.
2023,"Operational, Legal & Governance","Until June 30, 2026, inactive members with five years of TRS service can take a lump-sum payment of 60% of the present value of their future benefit payments. Buyout payments are contingent upon sufficient bond proceeds being available."
2023,"Operational, Legal & Governance","Until June 30, 2026, inactive members with 10 years of TRS service can take a lump-sum payment of 60% of the present value of their future benefit payments. Buyout payments are contingent upon sufficient bond proceeds being available."
2023,"Operational, Legal & Governance",The law suspends a Tier 2 member’s retirement benefits if the member accepts full-time employment in a position covered by one of the Illinois reciprocal retirement systems.
