year,category,verbatim
2015,"Market, Liquidity & Valuation","Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2015,"Market, Liquidity & Valuation","From FY2081 through FY2086, projected plan assets do not cover benefit payments, requiring the utilization of the June 30, 2015 S&P Municipal Bond 20-Year High Grade Rate Index of 3.73 percent for discounting benefit payments due during that six-year period."
2015,"Market, Liquidity & Valuation",Foreign currency risk is the risk that changes in exchange rates will adversely impact the fair value of an investment.
2015,"Market, Liquidity & Valuation","Since loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2015,"Market, Liquidity & Valuation","The fund’s total return also lagged the 7.5 percent actuarial return assumption and the real rate of return expectation, which is to exceed the rate of inflation, as measured by the Consumer Price Index, by 4.5 percentage points."
2015,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2015,"Market, Liquidity & Valuation","While accommodative monetary policy and strong corporate fundamentals continued to provide tailwinds to investment performance, a strong rally in the U.S. dollar challenged international investments relative to domestic assets."
2015,"Market, Liquidity & Valuation",Investments in limited partnerships and commingled funds may include derivatives that are not covered in the following disclosure.
2015,"Market, Liquidity & Valuation","The fiscal problems of Illinois state government festered at a time when the global economy became increasingly volatile and unpredictable, which dramatically lowered earnings for large institutional investors."
2015,"Market, Liquidity & Valuation","As of June 30, 2015, TRS had outstanding loaned investment securities with a fair value of $2,896,736,153 against which it had received cash and non-cash collateral with a fair value of $2,990,363,865."
2015,"Market, Liquidity & Valuation","As illustrated in the Performance Summary table, TRS total fund performance lagged the policy index by 60 basis points for the year ended June 30, 2015."
2015,"Market, Liquidity & Valuation","As a writer of financial options, TRS receives a premium at the outset of the agreement and bears the risk of an unfavorable change in the price of the financial instrument underlying the option."
2015,"Market, Liquidity & Valuation",Notional principal amounts are often used to express the volume of these transactions but do not reflect the extent to which positions may offset one another.
2015,"Market, Liquidity & Valuation","Market risk is the possibility that a change in interest, currency, or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2015,"Market, Liquidity & Valuation","As of June 30, 2015, TRS had remaining unfunded commitments of $5,618,165,936 within the real estate, private equity, global fixed income and real return investment managers."
2015,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2015,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2015,"Credit, Counterparty & Concentration",The counterparty risk exposure below is primarily unsettled currency forward contracts.
2015,"Credit, Counterparty & Concentration","Investment securities are exposed to a variety of risk including credit, market and interest rate risk."
2015,"Credit, Counterparty & Concentration","Futures contracts are standardized and traded on organized exchanges, thereby minimizing TRS’s credit risk."
2015,"Credit, Counterparty & Concentration","Custodial credit risk for deposits is the risk that, in the event of a bank failure, TRS’s deposits may not be returned."
2015,"Credit, Counterparty & Concentration","Since loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2015,"Credit, Counterparty & Concentration",Derivatives which are exchange traded are not subject to credit risk and are evaluated within the investment risk disclosure.
2015,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2015,"Credit, Counterparty & Concentration","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral call process ensuring full collateralization of these derivatives."
2015,"Credit, Counterparty & Concentration","The risk of the credit default/index swap is comparable to the credit risk of the underlying debt obligations of issuers that comprise the credit default/index swap, with the primary risk being counterparty risk."
2015,"Credit, Counterparty & Concentration",Credit risk is the possibility that a loss may occur because a party to a transaction fails to perform according to the established contract terms.
2015,"Credit, Counterparty & Concentration","As of June 30, 2015, TRS had outstanding loaned investment securities with a fair value of $2,896,736,153 against which it had received cash and non-cash collateral with a fair value of $2,990,363,865."
2015,"Credit, Counterparty & Concentration","At fiscal-year end, TRS has no credit risk exposure to borrowers because the amount TRS owes the borrowers exceeds the amount the borrowers owe TRS."
2015,"Credit, Counterparty & Concentration","Written credit default swaps increase credit exposure (selling protection), obligating the portfolio to buy debt from counterparties in the event of a default."
2015,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2015,"Operational, Legal & Governance","The actuarially determined pension liability, calculated as required by GASB Statement No. 67, is dependent on several assumptions including the assumption that future required contributions from all sources are made based on statutory requirements in existence as of the date of this report."
2015,"Operational, Legal & Governance","As a result, while the State Comptroller’s Office has indicated its intent to fully pay the state’s FY16 contribution to TRS, it is not certain whether state government always will be able to remit the authorized contribution on a timely basis during FY16."
2015,"Operational, Legal & Governance",Totals shown are rates certified by the TRS Board of Trustees based on estimated payrolls and may not total due to rounding. Actual amounts collected do not equal amounts estimated by actuaries due to differences between estimated and actual payroll.
2015,"Operational, Legal & Governance",Investments in limited partnerships and commingled funds may include derivatives that are not covered in the following disclosure.
2015,"Operational, Legal & Governance","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral call process ensuring full collateralization of these derivatives."
2015,"Operational, Legal & Governance",The lack of a comprehensive state budget and lack of sufficient revenue left the state short of available cash at times to pay its obligations.
2015,"Operational, Legal & Governance",There is a difference between these amounts because actual contributions are based on state statute under a methodology that does not conform to that used to determine the actuarially-determined contribution.
2015,"Operational, Legal & Governance",The FY15 total employer rate is the same as originally certified by the TRS Board of Trustees but the state component is lower and the federal component is higher than originally certified due to PA 98-0674.
2015,"Operational, Legal & Governance",This dispute only intensified the systemic imbalance between state government revenue and spending that some estimates put as high as $8.5 billion.
2015,"Operational, Legal & Governance","The FY15 state contribution reflects a $35 million reduction in the originally-certified state contribution under Public Act 98-0674, which increased federal contributions and reduced state contributions."
2015,"Operational, Legal & Governance",The timing of that decision – during the last month of the General Assembly’s spring session – precluded any meaningful action by legislators on any other proposals to alter the Illinois Pension Code.
2015,"Operational, Legal & Governance","Throughout most of calendar year 2015, state officials engaged in a dispute over spending, revenue and public policy issues along partisan lines that delayed enactment of a state budget for FY16."
2015,"Operational, Legal & Governance","A key feature of this act is the “continuing appropriation” language that requires State contributions to be made automatically to TRS, provided State funds are available."
2015,"Operational, Legal & Governance","While we did not verify the data at their source, we did perform tests for internal consistency and reasonability in relation to the data submitted for the previous valuation."
