year,category,verbatim
2016,"Market, Liquidity & Valuation","Total net investment loss was $44 million, compared to $1.8 billion in income for FY15, a decrease of $1.8 billion."
2016,"Market, Liquidity & Valuation","Investments in limited partnerships are normally long-term with an approximate life of 10 years, and considered illiquid."
2016,"Market, Liquidity & Valuation","Since loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2016,"Market, Liquidity & Valuation","The System’s investment return of 4.57 percent, gross of fees, (3.95 percent, net of fees) at the end of FY15 declined dramatically to 0.69 percent gross of fees and 0.01 percent net of fees in FY16."
2016,"Market, Liquidity & Valuation","As a writer of financial options, TRS receives a premium at the outset of the agreement and bears the risk of an unfavorable change in the price of the financial instrument underlying the option."
2016,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2016,"Market, Liquidity & Valuation","Successful implementation of this target is subject to many factors, including public market performance and sufficient availability of high quality private equity opportunities in the market."
2016,"Market, Liquidity & Valuation","Market risk is the possibility that a change in interest, currency, or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2016,"Market, Liquidity & Valuation",The dispersion between asset class returns was the lowest in history with discounted growth and inflation changing very little relative to traditional equity and fixed income asset classes.
2016,"Market, Liquidity & Valuation","Traditional asset classes, such as equities and fixed income, tend to perform well in periods of stable or falling inflation yet face mean- ingful challenges in periods of rising inflation."
2016,"Market, Liquidity & Valuation",Investors are subject to redemption restrictions which limit and restrict the ability of limited partners to exit prior to dissolution.
2016,"Market, Liquidity & Valuation","The TRS investment portfolio returned 0.01 percent, net of fees, for the fiscal year ended June 30, 2016. Total TRS investment assets decreased approximately $467 million during the year."
2016,"Market, Liquidity & Valuation","TRS’s global fixed income portfolio underperformed the Barclays Capital Aggregate Index by 3 percent, net of fees, during the fiscal year."
2016,"Market, Liquidity & Valuation","As of June 30, 2016, TRS had remaining unfunded commitments of $6,307,650,888 within the real estate, private equity, global fixed income and real return asset classes."
2016,"Market, Liquidity & Valuation","For the year ended June 30, 2016, the annual money-weighted rate of return on pension plan investments, net of investment expense, was (0.1) percent."
2016,"Market, Liquidity & Valuation","As of June 30, 2016, it is probable that all investments in this type will be sold at an amount different from the current NAV of the plan’s ownership interest."
2016,"Market, Liquidity & Valuation","The primary components of the real return portfolio were negatively impacted by commodity weakness, led by the drop in oil prices, along with negative real rates."
2016,"Market, Liquidity & Valuation","Investing in private equity carries additional risk, but with skillful selection of managers, returns can be significantly higher than public equity investments."
2016,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2016,"Credit, Counterparty & Concentration","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk. Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2016,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2016,"Credit, Counterparty & Concentration",The counterparty risk exposure below is primarily unsettled currency forward contracts.
2016,"Credit, Counterparty & Concentration","Although the derivative instruments held within the TRS investment portfolio are executed with various counterparties, approximately 92 percent of the net market value exposure to credit risk is for non-exchange traded derivative contracts held with 13 counterparties."
2016,"Credit, Counterparty & Concentration",The primary detractors for the year were exposures in non-dollar issues and bank loans.
2016,"Credit, Counterparty & Concentration","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral call process ensuring full collateralization of these derivatives."
2016,"Credit, Counterparty & Concentration","The risk of the credit default/index swap is comparable to the credit risk of the underlying debt obligations of issuers that comprise the credit default/index swap, with the primary risk being counterparty risk."
2016,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2016,"Credit, Counterparty & Concentration",This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2016,"Credit, Counterparty & Concentration",Credit risk is the possibility that a loss may occur because a party to a transaction fails to perform according to the established terms.
2016,"Credit, Counterparty & Concentration","At fiscal-year end, TRS has no credit risk exposure to borrowers because the amount TRS owes the borrowers exceeds the amount the borrowers owe TRS."
2016,"Credit, Counterparty & Concentration","Written credit default swaps increase credit exposure (selling protection), obligating the portfolio to buy debt from counterparties in the event of a default."
2016,"Credit, Counterparty & Concentration","In order to eliminate credit risk, derivative securities are traded through a clearing house which guarantees delivery and accepts the risk of default by either party."
2016,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2016,"Operational, Legal & Governance",Recommendations not adopted were additional stress testing on volatile investment returns.
2016,"Operational, Legal & Governance",The methods are mandated by the Illinois Pension Code and are inadequate to appropriately fund TRS.
2016,"Operational, Legal & Governance","Due to partisan differences over public policy questions, the legislative and executive branches of Illinois government failed to reach an agreement on a FY16 state budget during the entire 12-month period."
2016,"Operational, Legal & Governance",The accuracy of the results presented in this report is dependent upon the accuracy and completeness of the underlying information.
2016,"Operational, Legal & Governance",The law suspends a Tier II member’s retirement benefits if the member accepts full-time employment in a position covered by one of the Illinois reciprocal retirement systems.
