year,category,verbatim
2019,Funding Adequacy & Policy,"In addition to the failings of the statutory pension funding formula, state officials continue to propose changes to state law that would further erode the annual contribution to TRS."
2019,Funding Adequacy & Policy,"Unfortunately, these well-intentioned efforts, at most, would trim only a fraction of the debt owed by all systems, currently $134 billion."
2019,Funding Adequacy & Policy,"Since 1939, Illinois officials have never, in any year, appropriated enough money to “fully fund” the pension promises to be paid by TRS, as determined by the System’s actuaries."
2019,Funding Adequacy & Policy,This loss is the net result of a $590 million loss due to unfavorable investment return experience and a $352 million net loss due to demographic experience in fiscal 2019.
2019,Funding Adequacy & Policy,"Buyouts are assumed to be paid through June 30, 2022, at which point the assumed $650 million buyout allotment to TRS is expected to be reached."
2019,Funding Adequacy & Policy,"The projected unit credit method has the effect of delaying the cost of a member’s service and deferring contributions, thereby leading to higher costs in the long run."
2019,Funding Adequacy & Policy,A disclosure the state included regularly in bond offering documents acknowledges that there is “no assurance” that the state can meet all future pension contributions.
2019,Funding Adequacy & Policy,"The additional amount needed (the unfunded actuarial accrued liability) as calculated by the actuary was $78.1 billion in FY19, based on the actuarial value of assets."
2019,Funding Adequacy & Policy,"However, the System continues to be buffeted by funding and policy uncertainties within state government that raise the possibility of future insolvency."
2019,Funding Adequacy & Policy,The statutory formula used to develop state government’s annual contribution to its pension systems artificially lowers the state’s cost of funding pensions.
2019,Funding Adequacy & Policy,"Historically, TRS has relied on the belief that the state will stick to the 24-year-old statutory funding plan for TRS and the other public pension systems."
2019,Actuarial & Measurement Risk,The expected benefit payments do not equal the present value of the reserve.
2019,Actuarial & Measurement Risk,The net effect of the actuarial gains and losses was an increase in the unfunded liability of $0.9 billion. Further increases in the unfunded liability were due to revised assumptions about the impact of the accelerated pension benefit payments described in the Financial Section under “Legislative.”
2019,Actuarial & Measurement Risk,"The actuarially determined net pension liability, calculated as required by GASB Statements No. 67, is dependent on several assumptions including the assumption that future required contributions from all sources are made based on statutory requirements in existence as of the date of this report."
2019,Actuarial & Measurement Risk,This lowered liability savings and increased the unfunded liability by $81 million ($0.1 billion).
2019,Actuarial & Measurement Risk,"The fund’s total return also underperformed the 7.0 percent actuarial return assumption and the real rate of return expectation, which is to exceed the rate of inflation, as measured by the Consumer Price Index, by 4.5 percentage points."
2019,Actuarial & Measurement Risk,"Based upon recent experience and the expectation that the funds available for the automatic annual increase and inactive vested buyouts are limited to $650 million, the buyout assumptions used for the valuation have been modified."
2019,Actuarial & Measurement Risk,"Projected contributions assume that all statutorily required contributions are made through FY21 including projected contributions from members, employers and the State of Illinois (nonemployer contributing entity)."
2019,Actuarial & Measurement Risk,"The valuation indicates that for the fiscal year ending June 30, 2019, the actuarial experience of TRS was unfavorable, generating a net actuarial loss of $942 million (0.7% of the actuarial accrued liability)."
2019,Actuarial & Measurement Risk,There is a difference between these amounts because actual contributions are based on state statute under a methodology that does not conform to that used to determine the actuarially-determined contribution.
2019,Actuarial & Measurement Risk,"The most significant loss was on investments, which includes 20 percent of the difference between expected and actual returns in FY19 and increased the unfunded liability by $590 million during the year."
2019,Actuarial & Measurement Risk,The accuracy of the results presented in this report is dependent upon the accuracy and completeness of the underlying information.
2019,Actuarial & Measurement Risk,This loss is the net result of a $590 million loss due to unfavorable investment return experience and a $352 million net loss due to demographic experience in fiscal 2019.
2019,Actuarial & Measurement Risk,"Buyouts are assumed to be paid through June 30, 2022, at which point the assumed $650 million buyout allotment to TRS is expected to be reached."
2019,Actuarial & Measurement Risk,"The projected unit credit method has the effect of delaying the cost of a member’s service and deferring contributions, thereby leading to higher costs in the long run."
2019,Actuarial & Measurement Risk,"The additional amount needed (the unfunded actuarial accrued liability) as calculated by the actuary was $78.1 billion in FY19, based on the actuarial value of assets."
2019,"Market, Liquidity & Valuation","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk. Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2019,"Market, Liquidity & Valuation",Global central bank narratives became more dovish as global growth began to slow.
2019,"Market, Liquidity & Valuation","TRS continues to maintain a bias away from U.S. and global fixed income indices as benchmark investments tend to reward governments and corporations with the highest debt levels, while increasing exposures to private debt opportunities, higher in the capital debt structure."
2019,"Market, Liquidity & Valuation",The rapid U.S. interest rate decline is reflective of the underweight to U.S. treasury bills.
2019,"Market, Liquidity & Valuation",Investments in certain limited partnerships commit TRS to possible future capital contributions.
2019,"Market, Liquidity & Valuation","The fund’s total return also underperformed the 7.0 percent actuarial return assumption and the real rate of return expectation, which is to exceed the rate of inflation, as measured by the Consumer Price Index, by 4.5 percentage points."
2019,"Market, Liquidity & Valuation",TRS’s income portfolio modestly underperformed the asset class blended index during the fiscal year.
2019,"Market, Liquidity & Valuation","As illustrated, the TRS total fund underperformed the policy index by 200 basis points for the year ended June 30, 2019."
2019,"Market, Liquidity & Valuation","Since loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2019,"Market, Liquidity & Valuation","Lower growth and inflation forecasts, combined with speculation of developed markets’ central banks ending balance sheet reduction programs, caused U.S. rates to significantly back up during the fiscal year."
2019,"Market, Liquidity & Valuation","The most significant loss was on investments, which includes 20 percent of the difference between expected and actual returns in FY19 and increased the unfunded liability by $590 million during the year."
2019,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk and market risk."
2019,"Market, Liquidity & Valuation","TRS’s real estate managers have been active in the market throughout the year, upgrading the portfolios by identifying investments that provide downside protection in the event of a market correction."
2019,"Market, Liquidity & Valuation","As of June 30, 2019, TRS had remaining unfunded commitments of $8,397,888,687 within the real estate, other real assets, private equity, diversifying strategies and global fixed income asset classes."
2019,"Market, Liquidity & Valuation","For example, a top priority in a low-funded retirement system is the management of liquidity to ensure that all benefits can be paid."
2019,"Market, Liquidity & Valuation","Successful implementation of this target is subject to many factors, including public market performance and sufficient availability of high-quality private equity opportunities in the market."
2019,"Market, Liquidity & Valuation","Market risk is the possibility that a change in interest, currency or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2019,"Market, Liquidity & Valuation","Geopolitics, including elections, trade war speculation and political controversy in several countries, dominated headlines and contributed to brief periods of market volatility."
2019,"Market, Liquidity & Valuation",It is probable that all investments in this type will be sold at an amount different from the current NAV of the plan’s ownership interest.
2019,"Market, Liquidity & Valuation","For the fiscal year, TRS’s core and value-add real estate portfolio earned 2.9 percent, net of fees, compared to the benchmark of 6.5 percent."
2019,"Market, Liquidity & Valuation",This loss is the net result of a $590 million loss due to unfavorable investment return experience and a $352 million net loss due to demographic experience in fiscal 2019.
2019,"Market, Liquidity & Valuation","For the fiscal year, TRS’s diversifying strategies portfolio generated 2.1 percent, net of fees, compared to the 6.4 percent return of the benchmark."
2019,"Market, Liquidity & Valuation","Due to the risk profile inherent within opportunistic real estate investments, these assets are included in the equity asset class for reporting purposes."
2019,"Credit, Counterparty & Concentration","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk. Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2019,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2019,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2019,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk and market risk."
2019,"Credit, Counterparty & Concentration",This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2019,"Credit, Counterparty & Concentration","At fiscal-year end, TRS has no credit risk exposure to borrowers because the amount TRS owes the borrowers exceeds the amount the borrowers owe TRS."
2019,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2019,"Operational, Legal & Governance","Under the TRS Board of Trustee’s funding policy, the state funding requirement is initially higher than under the statutory plan because it begins reducing the unfunded liability immediately. Over time, however, funding based on this actuarial standard greatly reduces state contributions because it reduces the finance charges that occur under the statutory plan."
2019,"Operational, Legal & Governance",The net effect of the actuarial gains and losses was an increase in the unfunded liability of $0.9 billion. Further increases in the unfunded liability were due to revised assumptions about the impact of the accelerated pension benefit payments described in the Financial Section under “Legislative.”
2019,"Operational, Legal & Governance",Buyout payments are contingent upon sufficient bond proceeds being available.
2019,"Operational, Legal & Governance",Buyout payments are contingent upon sufficient bond proceeds being available.
2019,"Operational, Legal & Governance","Based upon recent experience and the expectation that the funds available for the automatic annual increase and inactive vested buyouts are limited to $650 million, the buyout assumptions used for the valuation have been modified."
2019,"Operational, Legal & Governance",State contributions rates reflect recertifications and may not agree with original certifications in actuarial reports.
2019,"Operational, Legal & Governance","Since loans are terminable at will, the maturity of loans generally does not match the maturity of collateral investments."
2019,"Operational, Legal & Governance",Totals shown are rates certified by the TRS Board of Trustees based on estimated payrolls and may not total due to rounding.
2019,"Operational, Legal & Governance",Actual amounts collected do not equal amounts estimated by actuaries due to differences between estimated and actual payroll.
2019,"Operational, Legal & Governance",The accuracy of the results presented in this report is dependent upon the accuracy and completeness of the underlying information.
2019,"Operational, Legal & Governance",The methods mandated by the Illinois Pension Code as described in the Funding Adequacy section are inadequate to appropriately fund TRS.
2019,"Operational, Legal & Governance","In addition to the failings of the statutory pension funding formula, state officials continue to propose changes to state law that would further erode the annual contribution to TRS."
2019,"Operational, Legal & Governance","Buyouts are assumed to be paid through June 30, 2022, at which point the assumed $650 million buyout allotment to TRS is expected to be reached."
2019,"Operational, Legal & Governance","At fiscal-year end, TRS has no credit risk exposure to borrowers because the amount TRS owes the borrowers exceeds the amount the borrowers owe TRS."
2019,"Operational, Legal & Governance",A disclosure the state included regularly in bond offering documents acknowledges that there is “no assurance” that the state can meet all future pension contributions.
2019,"Operational, Legal & Governance","However, the System continues to be buffeted by funding and policy uncertainties within state government that raise the possibility of future insolvency."
2019,"Operational, Legal & Governance",The statutory formula used to develop state government’s annual contribution to its pension systems artificially lowers the state’s cost of funding pensions.
