year,category,verbatim
2012,Actuarial & Measurement Risk,The expected benefit payments do not equal the present value of the reserve.
2012,Actuarial & Measurement Risk,"The employer cost in excess of contributions is the shortfall between actual employer contributions and the amount needed to cover the cost of benefits earned during the year and to keep the unfunded liability from growing. In 2012, this shortfall was $2.7 billion and in 2011 it was $1.9 billion."
2012,Actuarial & Measurement Risk,"The funded ratio decreased from 46.5 percent at June 30, 2011 to 42.1 percent at June 30, 2012."
2012,Actuarial & Measurement Risk,"An actuarial study was conducted in 2012 to review the adequacy of ERO contributions. The cost of the nonreduced benefits is not fully covered by the ERO contributions. Continuation of the ERO program beyond June 30, 2013 will depend on legislative action."
2012,Actuarial & Measurement Risk,"The net increase in the June 30, 2012, unfunded liability of $8.6 billion was caused by a combination of factors."
2012,Actuarial & Measurement Risk,"Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Plan Net Assets."
2012,Actuarial & Measurement Risk,"In both years, actuarial losses occurred under the mortality assumptions because fewer people died than expected."
2012,Actuarial & Measurement Risk,State funding requirements based on market value assets were also immediately impacted and therefore more volatile.
2012,Actuarial & Measurement Risk,"The total return also lagged the 8.5 percent actuarial return assumption and the real rate of return expectation, which is to exceed the rate of inflation, as measured by the Consumer Price Index, by 5.0 percentage points."
2012,Actuarial & Measurement Risk,"With only 40.6 percent of the market-value assets required to pay benefits on hand as of June 30, 2012, TRS, together with the other Illinois pension systems, is the worst funded major pension system in the country."
2012,Actuarial & Measurement Risk,"The unfunded actuarial accrued liability increased from $43.5 billion at June 30, 2011 to $52.1 billion at June 30, 2012."
2012,Actuarial & Measurement Risk,"Total investment gain was $224 million, compared to investment gain of $7,235 million in FY11, a decrease of $7,011 million."
2012,Actuarial & Measurement Risk,Delayed reporting of retirements also increased the unfunded liability because more people were receiving benefits than expected.
2012,Actuarial & Measurement Risk,"Under the investment return assumption, losses occurred both years. In FY12, smoothed assets were assumed to earn $3.2 billion, but earnings were actually $1.4 billion."
2012,Actuarial & Measurement Risk,The decline in the funded ratio was due to an increase in the liability mainly due to new actuarial assumptions and the continued phase-in of prior investment losses.
2012,Actuarial & Measurement Risk,"When the funded ratio was based on the market value of assets, the reported funded ratio was impacted immediately by changes in market conditions."
2012,Actuarial & Measurement Risk,"The additional amount needed (the unfunded actuarial accrued liability) as calculated by the actuary was $52,079,548,000 in 2012 and $43,529,992,000 in 2011."
2012,"Market, Liquidity & Valuation","TRS continues to add investments that take advantage of special situations within the marketplace. TRS is focused on an appropriate allocation of risk, lower volatility than duration matched treasuries, higher income, and overall global flexibility within the portfolios as global debt markets concerns are expected to continue."
2012,"Market, Liquidity & Valuation","Investment securities are exposed to a variety of risk including credit, market and interest rate risk."
2012,"Market, Liquidity & Valuation","Global financial markets experienced significant volatility through the fiscal year ended June 30, 2012."
2012,"Market, Liquidity & Valuation","Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Plan Net Assets."
2012,"Market, Liquidity & Valuation","As of June 30, 2012, TRS had credit-default/index swaps in its portfolio with various maturity dates through 2051."
2012,"Market, Liquidity & Valuation","Following a very weak first fiscal quarter, the fund produced steady gains through the middle of the fiscal year before experiencing a modest decline in the final quarter as macroeconomic issues again impacted investor behavior."
2012,"Market, Liquidity & Valuation",State funding requirements based on market value assets were also immediately impacted and therefore more volatile.
2012,"Market, Liquidity & Valuation","The total return also lagged the 8.5 percent actuarial return assumption and the real rate of return expectation, which is to exceed the rate of inflation, as measured by the Consumer Price Index, by 5.0 percentage points."
2012,"Market, Liquidity & Valuation",Foreign currency risk is the risk that changes in exchange rates will adversely impact the fair value of an investment.
2012,"Market, Liquidity & Valuation",Investor concerns were largely focused on global economic conditions and the recurring Euro-based sovereign debt crisis.
2012,"Market, Liquidity & Valuation","As a writer of financial options, TRS receives a premium at the outset of the agreement and bears the risk of an unfavorable change in the price of the financial instrument underlying the option."
2012,"Market, Liquidity & Valuation","Total investment gain was $224 million, compared to investment gain of $7,235 million in FY11, a decrease of $7,011 million."
2012,"Market, Liquidity & Valuation","Successful implementation of this target is subject to many factors, including public market performance and sufficient availability of high quality private equity opportunities in the market."
2012,"Market, Liquidity & Valuation","Market risk is the possibility that a change in interest, currency, or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2012,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2012,"Market, Liquidity & Valuation","However, investor caution returned in the final fiscal quarter as Euro-sovereign debt issues resurfaced, leading to a 7.8 percent retreat."
2012,"Market, Liquidity & Valuation","There is additional risk investing in private equity, but with skillful selection of managers, returns can be significantly higher than public equity investments."
2012,"Market, Liquidity & Valuation","When the funded ratio was based on the market value of assets, the reported funded ratio was impacted immediately by changes in market conditions."
2012,"Market, Liquidity & Valuation","As illustrated in the Performance Summary table, TRS total fund performance lagged the policy index by 1.6 percentage points for the year ended June 30, 2012."
2012,"Market, Liquidity & Valuation","The flight to quality in late 2011, due to European concerns and deteriorating views on global growth prospects, negatively impacted the overall composite."
2012,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2012,"Credit, Counterparty & Concentration","As of June 30, 2012 and June 30, 2011, the aggregate fair value of non-exchange traded derivative instruments in asset positions was $40,471,834 and $44,360,684, respectively. This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted."
2012,"Credit, Counterparty & Concentration",The contract with TRS’s lending agent requires the agent to indemnify TRS if the borrowers fail to return the securities (and if the collateral is inadequate to replace the securities lent) or fail to pay TRS for income distributions by the securities issuers while the securities are on loan.
2012,"Credit, Counterparty & Concentration","Although the derivative instruments held within the TRS investment portfolio are executed with various counterparties, approximately 85 percent of the net market value exposure to credit risk is for non-exchange traded derivative contracts held with seven counterparties."
2012,"Credit, Counterparty & Concentration","As of June 30, 2012, TRS had credit-default/index swaps in its portfolio with various maturity dates through 2051."
2012,"Credit, Counterparty & Concentration","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral-call process ensuring full collateralization of these derivatives."
2012,"Credit, Counterparty & Concentration",Credit risk is the risk that an issuer or other counterparty to an investment will not fulfill its obligations to TRS.
2012,"Credit, Counterparty & Concentration","The risk of the credit default/index swap is comparable to the credit risk of the underlying debt obligations of issuers that comprise the credit default/index swap, with the primary risk being counterparty risk."
2012,"Credit, Counterparty & Concentration","Custodial credit risk for deposits is the risk that, in the event of a bank failure, TRS’s deposits may not be returned."
2012,"Credit, Counterparty & Concentration","Custodial credit risk for investments is the risk that, in the event of a financial institution failure, TRS would not be able to recover the value of the investments in the possession of an outside party."
2012,"Credit, Counterparty & Concentration","Market risk is the possibility that a change in interest, currency, or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2012,"Credit, Counterparty & Concentration","There were no significant violations of legal or contractual provisions, and there were no borrower or lending agent default losses known to the securities lending agent."
2012,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2012,"Credit, Counterparty & Concentration","At year end, TRS has no credit risk exposure to borrowers because the amount TRS owes the borrowers exceeds the amount the borrowers owe TRS."
2012,"Credit, Counterparty & Concentration","To eliminate credit risk, derivative securities can be acquired through a clearinghouse that guarantees delivery and accepts the risk of default by either party."
2012,"Credit, Counterparty & Concentration",Credit risk is the possibility that a loss may occur because a party to a transaction fails to perform according to the established contract terms.
2012,"Operational, Legal & Governance","Per statutory requirement, 20% is recognized in the actuarial value of assets as of June 30, 2012, and recognition of the remaining 80%, or $2,328,690,142, will be deferred and recognized in equal amounts over the next four valuations. Depending on the whether the total net deferral is an investment gain or loss, the smoothing method will produce a contribution rate that is more or less than the rate based on the market value. As of the June 30, 2012 valuation the total net deferral is a $1,428,571,872 loss, resulting in a contribution that is lower than it would be if the assets were valued at market."
2012,"Operational, Legal & Governance","Public Act 94-0004 has resulted in contributions to the System much less than those that would be contributed under generally accepted actuarial standards. Under such standards, a funded ratio of 100% would be achieved within 30 years as opposed to the 90% funded ratio achieved by 2045 under Public Act 94-0004. In addition, under actuarial standards contributions would not be based on members not currently in the System as is done under Public Act 94-0004, particularly given the lower value of Tier II benefits in the System for members hired on or after January 1, 2011."
2012,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2012,"Operational, Legal & Governance",Continued inaction will just make these choices more difficult in the future.
2012,"Operational, Legal & Governance","An actuarial study was conducted in 2012 to review the adequacy of ERO contributions. The cost of the nonreduced benefits is not fully covered by the ERO contributions. Continuation of the ERO program beyond June 30, 2013 will depend on legislative action."
2012,"Operational, Legal & Governance","Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Plan Net Assets."
2012,"Operational, Legal & Governance","In response to this situation, the TRS Board of Trustees approved a resolution in early 2012 that acknowledged the threat of insolvency and established a five-point foundation to guide any pension change designed to secure the future."
2012,"Operational, Legal & Governance",State funding requirements based on market value assets were also immediately impacted and therefore more volatile.
2012,"Operational, Legal & Governance","The TRS Trustees have resolved that without any changes, the System faces the real possibility of future insolvency."
2012,"Operational, Legal & Governance","Absent any corrective action, it is likely that we won’t be able to keep those promises at some point in the future."
2012,"Operational, Legal & Governance","Going forward, unless changes are made, these factors will further undermine the state’s responsibility to fully fund teacher pensions annually and to keep retirement promises to TRS members first established in 1939."
2012,"Operational, Legal & Governance",Delayed reporting of retirements also increased the unfunded liability because more people were receiving benefits than expected.
2012,"Operational, Legal & Governance","The long-term sustainability of the System, however, remains uncertain due to the bleak fiscal condition of the State of Illinois."
2012,"Operational, Legal & Governance","There were no significant violations of legal or contractual provisions, and there were no borrower or lending agent default losses known to the securities lending agent."
2012,"Operational, Legal & Governance",The continued use of Public Act 94-0004 in its current form will continue the history of an inadequate funded ratio of less than 100%.
