year,category,verbatim
2013,"Market, Liquidity & Valuation",Investments in limited partnerships and commingled funds may include derivatives that are not reported in the following disclosure.
2013,"Market, Liquidity & Valuation","Investing in private equity carries additional risk, but with skillful selection of managers, returns can be significantly higher than public equity investments."
2013,"Market, Liquidity & Valuation",Negative excess returns were driven by the portfolio’s defensive sector positioning relative to the index and the portfolio’s modest overweight to emerging market equities.
2013,"Market, Liquidity & Valuation","As of June 30, 2013, TRS had commitments for the future purchase of investments in real estate of $551.3 million and private equity partnerships of $3,034.1 million."
2013,"Market, Liquidity & Valuation",The biggest story to emerge during the past year was the significant underperformance of emerging market equities relative to U.S. and Non-US developed equity markets.
2013,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2013,"Credit, Counterparty & Concentration","Although the derivative instruments held within the TRS investment portfolio are executed with various counter-parties, approximately 88 percent of the net market value exposure to credit risk is for non-exchange traded derivative contracts held with nine counterparties."
2013,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2013,"Credit, Counterparty & Concentration","Investment securities are exposed to a variety of risk including credit, market and interest rate risk."
2013,"Credit, Counterparty & Concentration","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral call process ensuring full collateralization of these derivatives."
2013,"Credit, Counterparty & Concentration","The risk of the credit default/index swap is comparable to the credit risk of the underlying debt obligations of issuers that comprise the credit default/index swap, with the primary risk being counterparty risk."
2013,"Credit, Counterparty & Concentration","Custodial credit risk for deposits is the risk that in the event of a bank failure, TRS’s deposits may not be returned."
2013,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2013,"Credit, Counterparty & Concentration",This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2013,"Operational, Legal & Governance",A court challenge to the law’s constitutionality is expected.
2013,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2013,"Operational, Legal & Governance","Continuation of the ERO program beyond June 30, 2016 will depend on legislative action."
2013,"Operational, Legal & Governance","Management has not fully determined what impact, if any, these Statements may have on its financial statements; however, GASB Statements 67 and 68 are expected to have a material impact."
2013,"Operational, Legal & Governance",Investments in limited partnerships and commingled funds may include derivatives that are not reported in the following disclosure.
2013,"Operational, Legal & Governance","Public Act 97-0695 was signed into law on June 21, 2012. Effective July 1, 2013, all retirees will begin incurring a cost for health and vision benefits at a rate determined by CMS."
2013,"Operational, Legal & Governance",TRS continues to face significant financial challenges in the future unless the State of Illinois takes action to counteract decades of consistent underfunding by state government.
2013,"Operational, Legal & Governance","Going forward, these financial challenges undermine the state’s legal and moral responsibility to make retirement promises that can be kept and to fully fund these promises."
2013,"Operational, Legal & Governance","A key feature of this act is the “continuing appropriation” language that requires state contributions to be made automatically to TRS, provided state funds are available."
