year,category,verbatim
2024,"Market, Liquidity & Valuation","TRS’s currency risk exposure, or exchange rate risk, is primarily derived from its holdings in foreign currency-denominated equity, fixed income and derivative investments as well as foreign currency."
2024,"Market, Liquidity & Valuation","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2024,"Market, Liquidity & Valuation","Due to the under-funded status of TRS, the System’s primary objective is to protect member assets against large market downturns caused by economic unpredictability, as experienced within the year."
2024,"Market, Liquidity & Valuation","TRS’s conservative strategy performed as intended during a period of economic and geopolitical instability as market volatility, inflation and interest rate concerns continued throughout the year."
2024,"Market, Liquidity & Valuation","As of June 30, 2024, TRS had remaining unfunded commitments of $14,185,538,324 within the real estate, other real assets, private equity, diversifying strategies and global income asset classes."
2024,"Market, Liquidity & Valuation","Market risk is the possibility that a change in interest, currency or other pertinent market rates will cause the value of a financial instrument to decrease or become more costly to settle."
2024,"Market, Liquidity & Valuation","The current asset allocation plan prioritizes enhanced liquidity and protection in volatile markets, ensuring the security of member assets."
2024,"Market, Liquidity & Valuation","To address this, the TRS Board of Trustees employs a conservative investment strategy to mitigate potential declines in the ratio should market conditions worsen."
2024,"Market, Liquidity & Valuation","Most strategies maintain a liquidity profile of less than one year, ranging from daily to quarterly and require advance notice prior to redemption."
2024,"Market, Liquidity & Valuation","In another year dominated by inflation concerns, market volatility and global geopolitical concerns, the investment strategy employed by TRS protected assets."
2024,"Market, Liquidity & Valuation","As of June 30, 2024, it is probable that all investments in this type will be sold at an amount different from the current NAV of the Plan’s ownership interest."
2024,"Market, Liquidity & Valuation","As of June 30, 2024, it is probable that all investments in this type will be sold at an amount different from the current NAV of the Plan’s ownership interest."
2024,"Market, Liquidity & Valuation",TRS’s fixed income investments are managed in accordance with operational guidelines that are specific as to the degree of interest rate risk that can be taken.
2024,"Market, Liquidity & Valuation","As of June 30, 2024, it is probable that all investments in this type will be sold at an amount different from the current NAV of the Plan’s ownership interest."
2024,"Credit, Counterparty & Concentration",TRS does not have a policy regarding master netting arrangements.
2024,"Credit, Counterparty & Concentration","TRS investments are diversified and include various investment securities. Investment securities are exposed to a variety of risk including credit, market and interest rate risk. Due to the level of risk associated with certain investment securities, it is at least reasonably possible that value changes will occur in the near-term and such changes could materially affect the amounts reported in the Statement of Fiduciary Net Position."
2024,"Credit, Counterparty & Concentration",Non-exchange traded derivative instruments may expose TRS to credit/counterparty risk.
2024,"Credit, Counterparty & Concentration","TRS does not have the authority to pledge or sell collateral securities without borrower default; as such, the collateral security or non-cash collateral is not reported in TRS’s financial statements in accordance with GASB Statement No. 28, ""Accounting and Financial Reporting for Securities Lending Transactions."""
2024,"Credit, Counterparty & Concentration","Although the derivative instruments held within the TRS investment portfolio are executed with various counterparties, approximately 98 percent of the fair value exposure to credit risk is for non-exchange traded derivative contracts held with 10 counterparties."
2024,"Credit, Counterparty & Concentration","Because the counterparty risk of a security will fluctuate with market movements, all TRS managers using non-exchange traded derivatives operate a collateral call process ensuring full collateralization of these derivatives."
2024,"Credit, Counterparty & Concentration","To varying degrees, derivative transactions involve credit risk, sometimes known as default or counterparty risk, and market risk."
2024,"Credit, Counterparty & Concentration",This represents the maximum loss that would be recognized at the reporting date if all counterparties failed to perform as contracted.
2024,"Credit, Counterparty & Concentration",Credit risk is the possibility that a loss may occur because a party to a transaction fails to perform according to the established contract terms.
2024,"Credit, Counterparty & Concentration","Written credit default swaps increase credit exposure (selling protection), obligating the portfolio to buy debt from counterparties in the event of a default."
2024,"Operational, Legal & Governance",TRS does not have a policy regarding master netting arrangements.
2024,"Operational, Legal & Governance","In preparing the financial statements, management is required to evaluate whether there are conditions or events, considered in the aggregate, that raise substantial doubt about the System’s ability to continue as a going concern for twelve months beyond the financial statement date, including any currently known information that may raise substantial doubt shortly thereafter."
2024,"Operational, Legal & Governance","Until  June 30, 2026, retiring members can elect to receive 70% of the present value of the difference between the current 3% compounded annual increase that starts no earlier than age 61 and a 1.5% noncompounded annual increase that starts no earlier than age 67. Buyout payments are contingent upon sufficient bond proceeds being available."
2024,"Operational, Legal & Governance","TRS does not have the authority to pledge or sell collateral securities without borrower default; as such, the collateral security or non-cash collateral is not reported in TRS’s financial statements in accordance with GASB Statement No. 28, ""Accounting and Financial Reporting for Securities Lending Transactions."""
2024,"Operational, Legal & Governance","Until June 30, 2026, inactive members with five years of TRS service can take a lump-sum payment of 60% of the present value of their future benefit payments. Buyout payments are contingent upon sufficient bond proceeds being available."
2024,"Operational, Legal & Governance","Until June 30, 2026, inactive members with 10 years of TRS service can take a lump-sum payment of 60% of the present value of their future benefit payments. Buyout payments are contingent upon sufficient bond proceeds being available."
2024,"Operational, Legal & Governance","TRS, as a component unit of the State of Illinois, provides for risks of loss associated with workers’ compensation and general liability through the State’s self-insurance program."
2024,"Operational, Legal & Governance","To address this, the TRS Board of Trustees employs a conservative investment strategy to mitigate potential declines in the ratio should market conditions worsen."
2024,"Operational, Legal & Governance",TRS is advancing its information technology and cybersecurity capabilities with a newly updated roadmap aimed at minimizing risk and enhancing system resilience.
